,stationid,row,col,arcid,origin
1755,AT_0000029,8852,8751,28295,mmprocessedstation
1756,6935102,8854,8103,28290,mmprocessedstation
1757,FR_0000391,8856,5978,28272,mmprocessedstation
1758,FR_0000182,8857,7121,28282,mmprocessedstation
1759,CH_0000046,8857,8116,28290,mmprocessedstation
1760,6243360,8857,8751,28295,mmprocessedstation
1761,6242200,8860,9826,28304,mmprocessedstation
1762,6935100,8861,8115,28290,mmprocessedstation
1763,6935313,8863,7988,28289,mmprocessedstation
1764,6243355,8864,8759,28295,mmprocessedstation
1765,6123400,8868,6130,28274,mmprocessedstation
1766,6246150,8868,9072,28298,mmprocessedstation
1767,6123360,8871,6586,28277,mmprocessedstation
1768,6243350,8871,8754,28295,mmprocessedstation
1769,AT_0000044,8873,9031,28298,mmprocessedstation
1770,6246185,8873,9032,28298,mmprocessedstation
1771,6246165,8874,8960,28297,mmprocessedstation
1772,6123250,8876,6270,28275,mmprocessedstation
1773,6246161,8876,8960,28297,mmprocessedstation
1774,6123720,8879,7006,28281,mmprocessedstation
1775,6935590,8879,8064,28290,mmprocessedstation
1776,FR_0000388,8881,5913,28692,mmprocessedstation
1777,6935545,8882,8315,28712,mmprocessedstation
1778,AT_0000048,8884,9161,28719,mmprocessedstation
1779,FR_0000773,8885,6194,28694,mmprocessedstation
1780,6935540,8886,8306,28712,mmprocessedstation
1781,6246160,8886,9011,28718,mmprocessedstation
1782,CH_0000071,8887,7725,28707,mmprocessedstation
1783,6935320,8887,7858,28708,mmprocessedstation
1784,FR_0000375,8888,5808,28691,mmprocessedstation
1785,6442050,8890,9906,28725,mmprocessedstation
1786,FR_0000378,8893,5858,28691,mmprocessedstation
1787,6243450,8894,8516,28713,mmprocessedstation
1788,6246121,8894,9491,28722,mmprocessedstation
1789,6935020,8895,7787,28707,mmprocessedstation
1790,6139770,8898,7283,28703,mmprocessedstation
1791,FR_0000608,8899,6849,28700,mmprocessedstation
1792,6123700,8899,6905,28700,mmprocessedstation
1793,6246170,8899,9002,28718,mmprocessedstation
1794,FR_0000379,8901,5843,28691,mmprocessedstation
1795,6935335,8901,8053,28710,mmprocessedstation
1796,FR_0000370,8906,5591,28689,mmprocessedstation
1797,FR_0000045,8906,7392,28704,mmprocessedstation
1798,6935350,8906,7764,28707,mmprocessedstation
1799,6943100,8906,8512,28713,mmprocessedstation
1800,FR_0000385,8907,5966,28692,mmprocessedstation
1801,6349210,8907,8738,28715,mmprocessedstation
1802,FR_0000390,8912,5998,28692,mmprocessedstation
1803,6243110,8912,8620,28714,mmprocessedstation
1804,6243410,8912,8644,28715,mmprocessedstation
1805,6935541,8913,8384,28712,mmprocessedstation
1806,6935145,8918,8270,28711,mmprocessedstation
1807,6935390,8919,7665,28706,mmprocessedstation
1808,FR_0000014,8921,7337,28704,mmprocessedstation
1809,HU_0000012,8924,10216,28728,mmprocessedstation
1810,CH_0000048,8925,8063,28710,mmprocessedstation
1811,6939120,8933,7614,28706,mmprocessedstation
1812,6935550,8933,8370,28712,mmprocessedstation
1813,6246120,8937,9488,28722,mmprocessedstation
1814,AT_0000056,8937,9650,28723,mmprocessedstation
1815,6119300,8940,5771,28691,mmprocessedstation
1816,6943180,8944,8473,28713,mmprocessedstation
1817,6742701,8944,12466,28746,mmprocessedstation
1818,6246600,8949,9752,28724,mmprocessedstation
1819,6943110,8953,8427,28713,mmprocessedstation
1820,6139502,8955,7383,28704,mmprocessedstation
1821,6119320,8959,5767,28691,mmprocessedstation
1822,6939540,8960,7888,28708,mmprocessedstation
1823,6246110,8960,9586,28722,mmprocessedstation
1824,6935330,8962,7785,28707,mmprocessedstation
1825,6943115,8962,8445,28713,mmprocessedstation
1826,6139520,8964,7386,28704,mmprocessedstation
1827,6744100,8968,11163,28736,mmprocessedstation
1828,6939110,8969,7566,28706,mmprocessedstation
1829,6939541,8969,7897,28708,mmprocessedstation
1830,6246130,8969,9180,28719,mmprocessedstation
1831,AT_0000037,8970,9209,28719,mmprocessedstation
1832,FR_0000234,8971,7430,28704,mmprocessedstation
1833,IT_0000216,8977,8906,28717,mmprocessedstation
1834,FR_0000380,8978,5938,28692,mmprocessedstation
1835,FR_0000361,8982,5711,28690,mmprocessedstation
1836,6943170,8983,8384,28712,mmprocessedstation
1837,6939501,8985,8006,28709,mmprocessedstation
1838,6935380,8988,7862,28708,mmprocessedstation
1839,6123710,8991,6968,28701,mmprocessedstation
1840,6349400,8991,9004,28718,mmprocessedstation
1841,6935510,8992,8208,28711,mmprocessedstation
1842,FR_0000100,8995,7466,28705,mmprocessedstation
1843,6943160,9002,8375,29124,mmprocessedstation
1844,AT_0000050,9002,9427,29133,mmprocessedstation
1845,6935387,9003,7812,29120,mmprocessedstation
1846,6123730,9006,6978,29113,mmprocessedstation
1847,6939100,9011,7669,29118,mmprocessedstation
1848,6349410,9016,8933,29129,mmprocessedstation
1849,6935331,9017,7793,29119,mmprocessedstation
1850,6139530,9019,7408,29116,mmprocessedstation
1851,CH_0000099,9019,7876,29120,mmprocessedstation
1852,6546810,9021,9848,29137,mmprocessedstation
1853,6139940,9023,7115,29114,mmprocessedstation
1854,6139501,9024,7359,29116,mmprocessedstation
1855,CH_0000001,9024,8416,29125,mmprocessedstation
1856,6123460,9027,6405,29108,mmprocessedstation
1857,6939510,9027,7921,29121,mmprocessedstation
1858,6123450,9029,6403,29108,mmprocessedstation
1859,6546802,9029,9840,29137,mmprocessedstation
1860,CH_0000009,9030,8050,29122,mmprocessedstation
1861,6546801,9030,9839,29136,mmprocessedstation
1862,6123461,9033,6477,29108,mmprocessedstation
1863,6939200,9036,7653,29118,mmprocessedstation
1864,FR_0000059,9038,7539,29117,mmprocessedstation
1865,6545190,9038,9399,29133,mmprocessedstation
1866,FR_0000058,9040,7531,29117,mmprocessedstation
1867,6939205,9043,7673,29118,mmprocessedstation
1868,CH_0000017,9043,7917,29120,mmprocessedstation
1869,6549110,9045,9234,29131,mmprocessedstation
1870,6948110,9048,8419,29125,mmprocessedstation
1871,FR_0000178,9050,7089,29114,mmprocessedstation
1872,FR_0000011,9050,7269,29115,mmprocessedstation
1873,6139832,9052,7421,29116,mmprocessedstation
1874,6123370,9060,6610,29110,mmprocessedstation
1875,6549101,9060,9260,29132,mmprocessedstation
1876,CH_0000019,9065,7923,29121,mmprocessedstation
1877,6545601,9065,9662,29135,mmprocessedstation
1878,6139831,9067,7407,29116,mmprocessedstation
1879,6948100,9071,8164,29123,mmprocessedstation
1880,6935520,9071,8200,29123,mmprocessedstation
1881,6444110,9072,10912,29145,mmprocessedstation
1882,FR_0000781,9074,6019,29105,mmprocessedstation
1883,FR_0000023,9074,7234,29115,mmprocessedstation
1884,SI_0000025,9074,9296,29132,mmprocessedstation
1885,6123380,9075,6586,29109,mmprocessedstation
1886,6139640,9080,7269,29115,mmprocessedstation
1887,6545110,9080,9438,29133,mmprocessedstation
1888,6948120,9081,8109,29122,mmprocessedstation
1889,6549130,9082,9306,29132,mmprocessedstation
1890,6545600,9082,9656,29135,mmprocessedstation
1891,6123810,9083,6273,29107,mmprocessedstation
1892,FR_0000175,9083,7101,29114,mmprocessedstation
1893,6139837,9083,7391,29116,mmprocessedstation
1894,6139960,9083,7504,29117,mmprocessedstation
1895,FR_0000348,9086,6058,29105,mmprocessedstation
1896,FR_0000748,9086,6931,29112,mmprocessedstation
1897,FR_0000115,9086,7456,29117,mmprocessedstation
1898,FR_0000060,9086,7554,29117,mmprocessedstation
1899,6123800,9087,6244,29107,mmprocessedstation
1900,6939500,9089,7702,29119,mmprocessedstation
1901,6549150,9089,9311,29132,mmprocessedstation
1902,FR_0000025,9091,7246,29115,mmprocessedstation
1903,6123820,9092,6343,29107,mmprocessedstation
1904,FR_0000063,9093,7293,29115,mmprocessedstation
1905,6139840,9093,7573,29118,mmprocessedstation
1906,6123825,9096,6358,29107,mmprocessedstation
1907,SI_0000027,9097,9319,29132,mmprocessedstation
1908,FR_0000351,9098,5905,29104,mmprocessedstation
1909,6545300,9098,9643,29135,mmprocessedstation
1910,6545102,9099,9499,29134,mmprocessedstation
1911,6349300,9101,8667,29127,mmprocessedstation
1912,FR_0000118,9103,7548,29117,mmprocessedstation
1913,FR_0000037,9105,7120,29114,mmprocessedstation
1914,6744201,9109,11658,29152,mmprocessedstation
1915,6948150,9115,8150,29122,mmprocessedstation
1916,FR_0000039,9118,7205,29115,mmprocessedstation
1917,6442600,9118,10484,29142,mmprocessedstation
1918,FR_0000768,9119,6410,29108,mmprocessedstation
1919,HU_0000042,9121,10480,29544,mmprocessedstation
1920,6545120,9123,9651,29537,mmprocessedstation
1921,6123440,9130,6378,29510,mmprocessedstation
1922,FR_0000120,9130,7279,29517,mmprocessedstation
1923,FR_0000346,9134,6058,29507,mmprocessedstation
1924,FR_0000117,9134,7541,29519,mmprocessedstation
1925,6544100,9134,10822,29547,mmprocessedstation
1926,6123470,9136,6522,29511,mmprocessedstation
1927,FR_0000744,9138,6798,29513,mmprocessedstation
1928,6123420,9140,6219,29508,mmprocessedstation
1929,6139850,9143,7420,29518,mmprocessedstation
1930,FR_0000344,9147,6025,29507,mmprocessedstation
1931,6139360,9147,7108,29516,mmprocessedstation
1932,6139810,9149,7365,29518,mmprocessedstation
1933,FR_0000354,9150,6012,29507,mmprocessedstation
1934,6123790,9151,6641,29512,mmprocessedstation
1935,6139391,9153,7295,29517,mmprocessedstation
1936,FR_0000358,9154,6063,29507,mmprocessedstation
1937,6139361,9154,7124,29516,mmprocessedstation
1938,CH_0000014,9155,8162,29525,mmprocessedstation
1939,6349350,9155,8727,29529,mmprocessedstation
1940,FR_0000108,9158,7478,29519,mmprocessedstation
1941,6348310,9160,7981,29523,mmprocessedstation
1942,FR_0000050,9162,7353,29518,mmprocessedstation
1943,FR_0000107,9162,7447,29519,mmprocessedstation
1944,FR_0000355,9165,6072,29507,mmprocessedstation
1945,6139365,9165,7103,29516,mmprocessedstation
1946,FR_0000109,9170,7495,29519,mmprocessedstation
1947,FR_0000110,9175,7487,29519,mmprocessedstation
1948,6123430,9178,6298,29509,mmprocessedstation
1949,FR_0000706,9181,6856,29514,mmprocessedstation
1950,FR_0000130,9183,7132,29516,mmprocessedstation
1951,FR_0000345,9185,6165,29508,mmprocessedstation
1952,6139825,9186,7464,29519,mmprocessedstation
1953,6139310,9188,7237,29517,mmprocessedstation
1954,FR_0000399,9191,6480,29511,mmprocessedstation
1955,FR_0000743,9191,6863,29514,mmprocessedstation
1956,FR_0000585,9192,6927,29514,mmprocessedstation
1957,FR_0000340,9193,5929,29506,mmprocessedstation
1958,FR_0000343,9194,6035,29507,mmprocessedstation
1959,FR_0000129,9194,7137,29516,mmprocessedstation
1960,FR_0000357,9197,6120,29508,mmprocessedstation
1961,FR_0000342,9204,6021,29507,mmprocessedstation
1962,6744400,9206,11081,29549,mmprocessedstation
1963,FR_0000751,9209,7085,29516,mmprocessedstation
1964,FR_0000584,9210,6960,29515,mmprocessedstation
1965,FR_0000514,9212,6638,29512,mmprocessedstation
1966,FR_0000356,9213,6112,29507,mmprocessedstation
1967,6123740,9213,7050,29515,mmprocessedstation
1968,FR_0000349,9215,5820,29505,mmprocessedstation
1969,FR_0000352,9220,5870,29505,mmprocessedstation
1970,6348300,9228,7878,29522,mmprocessedstation
1971,FR_0001266,9229,6610,29512,mmprocessedstation
1972,FR_0000511,9233,6647,29512,mmprocessedstation
1973,6542200,9233,10578,29545,mmprocessedstation
1974,FR_0000502,9240,6537,29907,mmprocessedstation
1975,FR_0000752,9242,6991,29911,mmprocessedstation
1976,FR_0000103,9251,7353,29914,mmprocessedstation
1977,RU_0000270,9251,16076,29981,mmprocessedstation
1978,FR_0000519,9252,6112,29903,mmprocessedstation
1979,6139600,9252,7677,29916,mmprocessedstation
1980,FR_0000508,9261,6679,29908,mmprocessedstation
1981,RO_0000002,9261,12048,29952,mmprocessedstation
1982,FR_0000035,9266,7376,29914,mmprocessedstation
1983,6123640,9268,6782,29909,mmprocessedstation
1984,FR_0000482,9278,6464,29906,mmprocessedstation
1985,6124430,9279,6660,29908,mmprocessedstation
1986,6123750,9284,7020,29911,mmprocessedstation
1987,6123760,9285,6945,29910,mmprocessedstation
1988,6124520,9286,6339,29905,mmprocessedstation
1989,6139370,9286,7149,29912,mmprocessedstation
1990,FR_0000454,9294,6334,29905,mmprocessedstation
1991,6124510,9296,6330,29905,mmprocessedstation
1992,6123770,9308,7011,29911,mmprocessedstation
1993,6983350,9315,15173,29974,mmprocessedstation
1994,FR_0000075,9316,7348,29914,mmprocessedstation
1995,6123641,9321,6726,29909,mmprocessedstation
1996,FR_0000452,9337,6352,29905,mmprocessedstation
1997,6123780,9346,7032,29911,mmprocessedstation
1998,6139725,9350,7483,29915,mmprocessedstation
1999,6125650,9357,6751,29909,mmprocessedstation
2000,FR_0000074,9358,7307,29913,mmprocessedstation
2001,6139440,9363,7556,30313,mmprocessedstation
2002,FR_0000495,9367,6628,30306,mmprocessedstation
2003,6139735,9372,7408,30312,mmprocessedstation
2004,6348200,9372,8084,30318,mmprocessedstation
2005,2587080,9378,40054,30560,mmprocessedstation
2006,6139283,9379,7601,30314,mmprocessedstation
2007,FR_0000093,9381,7211,30311,mmprocessedstation
2008,6124501,9383,6229,30302,mmprocessedstation
2009,6124200,9386,6088,30301,mmprocessedstation
2010,2914600,9393,24921,30443,mmprocessedstation
2011,FR_0000126,9400,7083,30310,mmprocessedstation
2012,6125640,9401,6740,30307,mmprocessedstation
2013,6139740,9402,7475,30313,mmprocessedstation
2014,6742201,9404,11131,30342,mmprocessedstation
2015,2587081,9406,40096,30561,mmprocessedstation
2016,FR_0000411,9410,6792,30307,mmprocessedstation
2017,FR_0000410,9413,6806,30307,mmprocessedstation
2018,FR_0000594,9415,6997,30309,mmprocessedstation
2019,FR_0000442,9420,6776,30307,mmprocessedstation
2020,6124100,9426,5957,30300,mmprocessedstation
2021,FR_0000739,9426,6923,30308,mmprocessedstation
2022,FR_0000088,9427,7326,30312,mmprocessedstation
2023,FR_0000443,9431,6813,30307,mmprocessedstation
2024,6742200,9431,11379,30344,mmprocessedstation
2025,FR_0000142,9432,7411,30312,mmprocessedstation
2026,6742912,9432,12377,30353,mmprocessedstation
2027,6139130,9433,7317,30311,mmprocessedstation
2028,FR_0000143,9433,7425,30312,mmprocessedstation
2029,FR_0000427,9443,5850,30299,mmprocessedstation
2030,FR_0000713,9448,6934,30308,mmprocessedstation
2031,6125600,9458,6476,30304,mmprocessedstation
2032,FR_0000444,9460,6652,30306,mmprocessedstation
2033,FR_0000221,9461,6949,30308,mmprocessedstation
2034,FR_0000445,9464,6671,30306,mmprocessedstation
2035,FR_0000415,9467,6794,30307,mmprocessedstation
2036,6139281,9467,7556,30313,mmprocessedstation
2037,FR_0000780,9468,5790,30299,mmprocessedstation
2038,FR_0000413,9472,6683,30306,mmprocessedstation
2039,FR_0000085,9472,7192,30310,mmprocessedstation
2040,6348201,9477,7896,30316,mmprocessedstation
2041,2587082,9483,40160,30943,mmprocessedstation
2042,6125660,9484,6822,30699,mmprocessedstation
2043,FR_0001250,9488,5814,30691,mmprocessedstation
2044,6139260,9491,7535,30705,mmprocessedstation
2045,6139270,9493,7371,30704,mmprocessedstation
2046,FR_0000070,9495,7271,30703,mmprocessedstation
2047,FR_0000431,9496,6083,30693,mmprocessedstation
2048,FR_0000287,9499,5819,30691,mmprocessedstation
2049,6125630,9500,6689,30698,mmprocessedstation
2050,6125620,9504,6682,30698,mmprocessedstation
2051,6139261,9507,7596,30706,mmprocessedstation
2052,FR_0001284,9512,6900,30700,mmprocessedstation
2053,2587083,9512,40186,30943,mmprocessedstation
2054,6125610,9514,6492,30697,mmprocessedstation
2055,FR_0001280,9514,6867,30700,mmprocessedstation
2056,6125362,9517,6868,30700,mmprocessedstation
2057,FR_0001285,9517,6909,30700,mmprocessedstation
2058,6125361,9519,6838,30699,mmprocessedstation
2059,6125350,9524,6864,30700,mmprocessedstation
2060,6125670,9525,6672,30698,mmprocessedstation
2061,6742552,9538,11709,30737,mmprocessedstation
2062,6128710,9539,7663,30706,mmprocessedstation
2063,6125150,9542,7591,30706,mmprocessedstation
2064,6139255,9548,7506,30705,mmprocessedstation
2065,6125710,9549,6490,30697,mmprocessedstation
2066,FR_0000148,9553,6892,30700,mmprocessedstation
2067,RU_0000276,9573,16183,30758,mmprocessedstation
2068,6125720,9574,6583,30697,mmprocessedstation
2069,6139284,9579,7443,30705,mmprocessedstation
2070,6125320,9580,6701,30698,mmprocessedstation
2071,6139060,9582,6950,30700,mmprocessedstation
2072,6139250,9596,7500,30705,mmprocessedstation
2073,6139210,9601,7560,31095,mmprocessedstation
2074,RU_0000277,9613,16254,31143,mmprocessedstation
2075,6151100,9614,7803,31097,mmprocessedstation
2076,6128701,9622,7726,31096,mmprocessedstation
2077,FR_0000284,9643,6585,31086,mmprocessedstation
2078,6985100,9646,15521,31137,mmprocessedstation
2079,6983800,9646,16059,31141,mmprocessedstation
2080,IT_0000175,9647,8808,31103,mmprocessedstation
2081,FR_0000289,9652,5704,31079,mmprocessedstation
2082,2587104,9656,40146,31324,mmprocessedstation
2083,RU_0000273,9663,16335,31144,mmprocessedstation
2084,2587103,9667,40111,31324,mmprocessedstation
2085,ES_0000184,9677,4150,31072,mmprocessedstation
2086,ES_0000076,9686,4102,31072,mmprocessedstation
2087,6742500,9689,12085,31128,mmprocessedstation
2088,ES_0000073,9691,4178,31072,mmprocessedstation
2089,FR_0001277,9691,6674,31087,mmprocessedstation
2090,IT_0000177,9695,8633,31101,mmprocessedstation
2091,IT_0000176,9703,8848,31103,mmprocessedstation
2092,2587102,9705,40052,31323,mmprocessedstation
2093,2587105,9705,40091,31324,mmprocessedstation
2094,ES_0000071,9706,4229,31073,mmprocessedstation
2095,ES_0000064,9712,4350,31074,mmprocessedstation
2096,6119010,9717,5795,31080,mmprocessedstation
2097,ES_0000058,9719,4455,31075,mmprocessedstation
2098,6125210,9720,6174,31462,mmprocessedstation
2099,FR_0001306,9722,7374,31472,mmprocessedstation
2100,ES_0000070,9726,4239,31446,mmprocessedstation
2101,6983750,9732,16018,31514,mmprocessedstation
2102,ES_0000049,9739,4585,31449,mmprocessedstation
2103,ES_0000068,9740,4285,31446,mmprocessedstation
2104,ES_0000050,9743,4550,31448,mmprocessedstation
2105,6125200,9743,6077,31461,mmprocessedstation
2106,2914500,9744,24995,31582,mmprocessedstation
2107,FR_0001307,9745,7548,31473,mmprocessedstation
2108,ES_0000057,9746,4544,31448,mmprocessedstation
2109,6545700,9748,10712,31491,mmprocessedstation
2110,ES_0000053,9750,4523,31448,mmprocessedstation
2111,ES_0000047,9751,4730,31450,mmprocessedstation
2112,ES_0000046,9751,4755,31450,mmprocessedstation
2113,ES_0000031,9754,5109,31453,mmprocessedstation
2114,ES_0000029,9754,5201,31454,mmprocessedstation
2115,ES_0000066,9755,4274,31446,mmprocessedstation
2116,ES_0000044,9755,4768,31450,mmprocessedstation
2117,RU_0000275,9755,17059,31523,mmprocessedstation
2118,ES_0000033,9756,5025,31452,mmprocessedstation
2119,ES_0000030,9760,5175,31454,mmprocessedstation
2120,2587101,9760,40006,31698,mmprocessedstation
2121,FR_0000288,9762,5628,31457,mmprocessedstation
2122,ES_0000037,9763,4894,31451,mmprocessedstation
2123,ES_0000040,9764,4875,31451,mmprocessedstation
2124,ES_0000032,9767,5048,31453,mmprocessedstation
2125,ES_0000021,9768,5550,31457,mmprocessedstation
2126,ES_0000020,9769,5585,31457,mmprocessedstation
2127,RU_0000274,9769,16459,31518,mmprocessedstation
2128,ES_0000085,9770,4000,31444,mmprocessedstation
2129,ES_0000056,9771,4589,31449,mmprocessedstation
2130,ES_0000022,9775,5463,31456,mmprocessedstation
2131,ES_0000036,9776,4888,31451,mmprocessedstation
2132,IT_0000164,9776,9185,31482,mmprocessedstation
2133,ES_0000039,9777,4840,31451,mmprocessedstation
2134,ES_0000083,9780,4066,31444,mmprocessedstation
2135,6119040,9780,5790,31459,mmprocessedstation
2136,ES_0000019,9781,5534,31457,mmprocessedstation
2137,FR_0000132,9782,7514,31473,mmprocessedstation
2138,ES_0000048,9784,4683,31450,mmprocessedstation
2139,ES_0000018,9784,5423,31456,mmprocessedstation
2140,ES_0000017,9784,5513,31456,mmprocessedstation
2141,ES_0000038,9787,4824,31451,mmprocessedstation
2142,ES_0000026,9788,5339,31455,mmprocessedstation
2143,6128100,9789,6565,31465,mmprocessedstation
2144,ES_0000028,9791,5269,31454,mmprocessedstation
2145,ES_0000027,9791,5334,31455,mmprocessedstation
2146,ES_0000051,9793,4429,31447,mmprocessedstation
2147,6119020,9794,5856,31459,mmprocessedstation
2148,6128630,9795,7466,31473,mmprocessedstation
2149,6119050,9796,5678,31458,mmprocessedstation
2150,FR_0001248,9797,6005,31461,mmprocessedstation
2151,ES_0000055,9799,4624,31449,mmprocessedstation
2152,ES_0000034,9800,4893,31451,mmprocessedstation
2153,ES_0000121,9804,4154,31445,mmprocessedstation
2154,ES_0000117,9806,4174,31445,mmprocessedstation
2155,FR_0000286,9806,6274,31463,mmprocessedstation
2156,6119120,9808,6062,31461,mmprocessedstation
2157,IT_0000134,9808,8986,31480,mmprocessedstation
2158,2587100,9810,39969,31698,mmprocessedstation
2159,6547200,9815,10991,31493,mmprocessedstation
2160,2587106,9818,40005,31698,mmprocessedstation
2161,IT_0000149,9821,9120,31482,mmprocessedstation
2162,ES_0000061,9826,4349,31447,mmprocessedstation
2163,6125250,9828,6425,31464,mmprocessedstation
2164,FR_0001271,9829,6223,31462,mmprocessedstation
2165,IT_0000137,9833,9001,31481,mmprocessedstation
2166,IT_0000136,9835,8983,31480,mmprocessedstation
2167,ES_0000123,9839,4184,31445,mmprocessedstation
2168,6125260,9845,6483,31839,mmprocessedstation
2169,IT_0000147,9846,8770,31848,mmprocessedstation
2170,IT_0000165,9846,9204,31851,mmprocessedstation
2171,ES_0001144,9848,5341,31829,mmprocessedstation
2172,ES_0000093,9849,3924,31817,mmprocessedstation
2173,IT_0000166,9850,9219,31851,mmprocessedstation
2174,ES_0000247,9851,4703,31824,mmprocessedstation
2175,ES_0001007,9852,5699,31832,mmprocessedstation
2176,2587403,9857,40426,32066,mmprocessedstation
2177,6125230,9863,6295,31837,mmprocessedstation
2178,ES_0000220,9864,4827,31825,mmprocessedstation
2179,ES_0000060,9865,4323,31821,mmprocessedstation
2180,ES_0001008,9865,5614,31831,mmprocessedstation
2181,6125730,9872,6180,31836,mmprocessedstation
2182,ES_0000099,9873,4075,31818,mmprocessedstation
2183,ES_0001169,9873,5777,31833,mmprocessedstation
2184,ES_0000100,9876,4074,31818,mmprocessedstation
2185,ES_0001096,9877,5619,31831,mmprocessedstation
2186,IT_0000151,9879,9340,31852,mmprocessedstation
2187,ES_0001009,9880,5570,31831,mmprocessedstation
2188,ES_0001147,9882,5829,31833,mmprocessedstation
2189,2587200,9885,39710,32060,mmprocessedstation
2190,ES_0001029,9886,5184,31828,mmprocessedstation
2191,2587400,9887,40444,32067,mmprocessedstation
2192,ES_0001123,9891,5269,31828,mmprocessedstation
2193,ES_0000103,9893,3999,31818,mmprocessedstation
2194,ES_0001019,9894,5662,31832,mmprocessedstation
2195,ES_0000127,9898,4227,31820,mmprocessedstation
2196,IT_0000135,9903,8911,31849,mmprocessedstation
2197,IT_0000138,9905,8912,31849,mmprocessedstation
2198,ES_0001172,9907,5874,31833,mmprocessedstation
2199,IT_0000172,9907,8980,31849,mmprocessedstation
2200,6125240,9911,6398,31838,mmprocessedstation
2201,ES_0001102,9914,5297,31829,mmprocessedstation
2202,ES_0001015,9916,5308,31829,mmprocessedstation
2203,ES_0001014,9917,5304,31829,mmprocessedstation
2204,ES_0001012,9918,5511,31830,mmprocessedstation
2205,IT_0000184,9919,8931,31849,mmprocessedstation
2206,ES_0001003,9922,5811,31833,mmprocessedstation
2207,IT_0000152,9922,9288,31852,mmprocessedstation
2208,ES_0000149,9924,4384,31821,mmprocessedstation
2209,ES_0001131,9928,5974,31834,mmprocessedstation
2210,ES_0000950,9929,5412,31830,mmprocessedstation
2211,ES_0001006,9930,5689,31832,mmprocessedstation
2212,ES_0001038,9931,5709,31832,mmprocessedstation
2213,ES_0001108,9932,6083,31835,mmprocessedstation
2214,ES_0001107,9933,5760,31833,mmprocessedstation
2215,ES_0000105,9935,3926,31817,mmprocessedstation
2216,2587220,9939,40114,32064,mmprocessedstation
2217,2587210,9942,40064,32063,mmprocessedstation
2218,IT_0000146,9943,9056,31850,mmprocessedstation
2219,ES_0001013,9947,5699,31832,mmprocessedstation
2220,ES_0001053,9947,6200,31836,mmprocessedstation
2221,ES_0001154,9947,6277,31837,mmprocessedstation
2222,ES_0000152,9949,4371,31821,mmprocessedstation
2223,ES_0001109,9949,6047,31835,mmprocessedstation
2224,ES_0000993,9951,5285,31829,mmprocessedstation
2225,IT_0000140,9952,8863,31848,mmprocessedstation
2226,FR_0001299,9953,6716,31840,mmprocessedstation
2227,ES_0001166,9955,6296,31837,mmprocessedstation
2228,ES_0000163,9956,4238,31820,mmprocessedstation
2229,ES_0000982,9960,5356,32191,mmprocessedstation
2230,ES_0000994,9964,6036,32197,mmprocessedstation
2231,ES_0001073,9969,6158,32198,mmprocessedstation
2232,ES_0001068,9971,6181,32198,mmprocessedstation
2233,6150500,9972,8272,32205,mmprocessedstation
2234,ES_0000984,9975,6018,32197,mmprocessedstation
2235,ES_0000212,9978,4940,32188,mmprocessedstation
2236,ES_0000965,9978,6465,32200,mmprocessedstation
2237,ES_0001057,9979,5470,32192,mmprocessedstation
2238,6985400,9979,16248,32245,mmprocessedstation
2239,IT_0000180,9981,9137,32213,mmprocessedstation
2240,IT_0000153,9981,9347,32214,mmprocessedstation
2241,ES_0001060,9982,5844,32195,mmprocessedstation
2242,ES_0001074,9983,6177,32198,mmprocessedstation
2243,ES_0000947,9989,5532,32193,mmprocessedstation
2244,ES_0000966,9993,6348,32199,mmprocessedstation
2245,ES_0000967,9995,6350,32199,mmprocessedstation
2246,IT_0000168,9995,9211,32213,mmprocessedstation
2247,ES_0000981,9997,5225,32190,mmprocessedstation
2248,ES_0000949,9997,5604,32193,mmprocessedstation
2249,ES_0000980,10003,5394,32191,mmprocessedstation
2250,ES_0000948,10003,5568,32193,mmprocessedstation
2251,ES_0001039,10011,6249,32199,mmprocessedstation
2252,ES_0001000,10014,5819,32195,mmprocessedstation
2253,ES_0001094,10016,5271,32190,mmprocessedstation
2254,ES_0000991,10018,5333,32191,mmprocessedstation
2255,ES_0001048,10024,6322,32199,mmprocessedstation
2256,ES_0000990,10033,6095,32197,mmprocessedstation
2257,ES_0000946,10036,5593,32193,mmprocessedstation
2258,ES_0000979,10049,5363,32191,mmprocessedstation
2259,ES_0001127,10049,5935,32196,mmprocessedstation
2260,ES_0001122,10051,5773,32195,mmprocessedstation
2261,ES_0000988,10054,5440,32192,mmprocessedstation
2262,ES_0001028,10058,5974,32196,mmprocessedstation
2263,ES_0001076,10062,5517,32192,mmprocessedstation
2264,ES_0000140,10063,3927,32179,mmprocessedstation
2265,ES_0000266,10064,4617,32185,mmprocessedstation
2266,6985350,10071,16030,32243,mmprocessedstation
2267,6563200,10080,11145,32573,mmprocessedstation
2268,ES_0001126,10084,5898,32550,mmprocessedstation
2269,IT_0000143,10098,9143,32562,mmprocessedstation
2270,ES_0001001,10107,5692,32548,mmprocessedstation
2271,ES_0001111,10108,5572,32547,mmprocessedstation
2272,PT_0000025,10111,3979,32534,mmprocessedstation
2273,ES_0001117,10127,6198,32552,mmprocessedstation
2274,IT_0000173,10131,9319,32563,mmprocessedstation
2275,ES_0000308,10134,4680,32540,mmprocessedstation
2276,ES_0001031,10138,5956,32550,mmprocessedstation
2277,6150400,10145,8178,32559,mmprocessedstation
